time_grain,time_period,event_type,user_title,user_segment,total_events,unique_users,unique_firms,total_documents_processed,avg_documents_per_event,avg_satisfaction_score,high_satisfaction_events,high_volume_events,satisfaction_rate_pct,high_volume_rate_pct,documents_per_user,events_per_user,week_over_week_growth_pct,satisfaction_performance,volume_performance
daily,2024-04-27,ASSISTANT,Associate,Long-term User,2,2,2,4,2.0,4.5,2,0,100.0,0.0,2.0,1.0,,,
daily,2024-04-27,ASSISTANT,Junior Associate,Long-term User,13,11,10,26,2.0,3.8461538461538463,10,0,76.92,0.0,2.36,1.18,,,
daily,2024-04-27,ASSISTANT,Partner,Long-term User,3,3,3,3,1.0,3.0,2,0,66.67,0.0,1.0,1.0,,,
daily,2024-04-27,ASSISTANT,Senior Associate,Long-term User,3,2,2,3,1.0,4.0,3,0,100.0,0.0,1.5,1.5,,,
daily,2024-04-27,VAULT,Associate,Long-term User,2,2,2,9,4.5,5.0,2,0,100.0,0.0,4.5,1.0,,,
daily,2024-04-27,VAULT,Junior Associate,Long-term User,14,11,9,410,29.285714285714285,4.071428571428571,13,13,92.86,92.86,37.27,1.27,,,
daily,2024-04-27,VAULT,Senior Associate,Long-term User,3,2,2,50,16.666666666666668,4.666666666666667,3,1,100.0,33.33,25.0,1.5,,,
daily,2024-04-27,WORKFLOW,Associate,Long-term User,5,3,3,11,2.2,3.8,3,0,60.0,0.0,3.67,1.67,,,
daily,2024-04-27,WORKFLOW,Junior Associate,Long-term User,4,3,3,4,1.0,4.25,4,0,100.0,0.0,1.33,1.33,,,
daily,2024-04-27,WORKFLOW,Senior Associate,Long-term User,5,2,2,19,3.8,4.4,5,1,100.0,20.0,9.5,2.5,,,
daily,2024-04-28,ASSISTANT,Associate,Established User,1,1,1,1,1.0,2.0,0,0,0.0,0.0,1.0,1.0,,,
daily,2024-04-28,ASSISTANT,Associate,Long-term User,6,5,5,6,1.0,4.666666666666667,6,0,100.0,0.0,1.2,1.2,,,
daily,2024-04-28,ASSISTANT,Junior Associate,Long-term User,12,9,5,17,1.4166666666666667,4.0,10,0,83.33,0.0,1.89,1.33,,,
daily,2024-04-28,ASSISTANT,Partner,Long-term User,3,3,3,3,1.0,4.0,2,0,66.67,0.0,1.0,1.0,,,
daily,2024-04-28,ASSISTANT,Senior Associate,Long-term User,6,5,5,8,1.3333333333333333,4.0,4,0,66.67,0.0,1.6,1.2,,,
daily,2024-04-28,VAULT,Associate,Long-term User,2,1,1,34,17.0,4.5,2,1,100.0,50.0,34.0,2.0,,,
daily,2024-04-28,VAULT,Junior Associate,Long-term User,11,9,6,285,25.90909090909091,4.2727272727272725,10,9,90.91,81.82,31.67,1.22,,,
daily,2024-04-28,VAULT,Partner,Long-term User,3,3,3,47,15.666666666666666,2.3333333333333335,1,1,33.33,33.33,15.67,1.0,,,
daily,2024-04-28,VAULT,Senior Associate,Long-term User,8,4,4,167,20.875,4.0,5,5,62.5,62.5,41.75,2.0,,,
daily,2024-04-28,WORKFLOW,Associate,Long-term User,3,2,2,3,1.0,4.333333333333333,3,0,100.0,0.0,1.5,1.5,,,
daily,2024-04-28,WORKFLOW,Junior Associate,Long-term User,9,7,7,13,1.4444444444444444,4.222222222222222,8,0,88.89,0.0,1.86,1.29,,,
daily,2024-04-28,WORKFLOW,Partner,Long-term User,3,2,2,9,3.0,4.333333333333333,3,0,100.0,0.0,4.5,1.5,,,
daily,2024-04-28,WORKFLOW,Senior Associate,Long-term User,9,6,6,21,2.3333333333333335,4.333333333333333,8,1,88.89,11.11,3.5,1.5,,,
daily,2024-04-29,ASSISTANT,Associate,Long-term User,41,28,15,90,2.1951219512195124,4.048780487804878,32,2,78.05,4.88,3.21,1.46,,,
daily,2024-04-29,ASSISTANT,Junior Associate,Long-term User,56,39,19,144,2.5714285714285716,4.053571428571429,43,4,76.79,7.14,3.69,1.44,,,
daily,2024-04-29,ASSISTANT,Partner,Long-term User,43,6,5,98,2.2790697674418605,4.162790697674419,33,1,76.74,2.33,16.33,7.17,,,
daily,2024-04-29,ASSISTANT,Senior Associate,Long-term User,25,13,10,35,1.4,3.76,18,0,72.0,0.0,2.69,1.92,,,
daily,2024-04-29,VAULT,Associate,Long-term User,24,18,12,520,21.666666666666668,4.041666666666667,20,16,83.33,66.67,28.89,1.33,,,
daily,2024-04-29,VAULT,Junior Associate,Long-term User,44,34,15,1113,25.295454545454547,4.045454545454546,34,35,77.27,79.55,32.74,1.29,,,
daily,2024-04-29,VAULT,Partner,Long-term User,22,5,5,404,18.363636363636363,4.045454545454546,18,15,81.82,68.18,80.8,4.4,,,
daily,2024-04-29,VAULT,Senior Associate,Long-term User,17,12,9,525,30.88235294117647,3.9411764705882355,12,17,70.59,100.0,43.75,1.42,,,
daily,2024-04-29,WORKFLOW,Associate,Long-term User,25,20,14,35,1.4,4.32,22,0,88.0,0.0,1.75,1.25,,,
daily,2024-04-29,WORKFLOW,Junior Associate,Long-term User,31,22,16,47,1.5161290322580645,4.0,24,1,77.42,3.23,2.14,1.41,,,
daily,2024-04-29,WORKFLOW,Partner,Long-term User,20,6,6,25,1.25,3.9,14,0,70.0,0.0,4.17,3.33,,,
daily,2024-04-29,WORKFLOW,Senior Associate,Long-term User,22,19,11,39,1.7727272727272727,4.136363636363637,18,0,81.82,0.0,2.05,1.16,,,
daily,2024-04-30,ASSISTANT,Associate,Long-term User,35,26,15,45,1.2857142857142858,3.942857142857143,28,0,80.0,0.0,1.73,1.35,,,
daily,2024-04-30,ASSISTANT,Junior Associate,Long-term User,81,50,22,125,1.5432098765432098,3.950617283950617,65,2,80.25,2.47,2.5,1.62,,,
daily,2024-04-30,ASSISTANT,Partner,Long-term User,22,8,8,78,3.5454545454545454,4.2272727272727275,18,2,81.82,9.09,9.75,2.75,,,
daily,2024-04-30,ASSISTANT,Senior Associate,Long-term User,19,17,9,21,1.105263157894737,3.9473684210526314,14,0,73.68,0.0,1.24,1.12,,,
daily,2024-04-30,VAULT,Associate,Long-term User,26,25,16,638,24.53846153846154,4.153846153846154,22,21,84.62,80.77,25.52,1.04,,,
daily,2024-04-30,VAULT,Junior Associate,Long-term User,43,35,15,863,20.069767441860463,4.046511627906977,36,27,83.72,62.79,24.66,1.23,,,
daily,2024-04-30,VAULT,Partner,Long-term User,17,6,5,437,25.705882352941178,4.176470588235294,15,13,88.24,76.47,72.83,2.83,,,
daily,2024-04-30,VAULT,Senior Associate,Long-term User,10,9,7,199,19.9,3.6,6,7,60.0,70.0,22.11,1.11,,,
daily,2024-04-30,WORKFLOW,Associate,Long-term User,28,22,12,43,1.5357142857142858,4.035714285714286,24,0,85.71,0.0,1.95,1.27,,,
daily,2024-04-30,WORKFLOW,Junior Associate,Long-term User,47,34,15,106,2.25531914893617,4.0638297872340425,34,3,72.34,6.38,3.12,1.38,,,
daily,2024-04-30,WORKFLOW,Partner,Long-term User,14,3,3,62,4.428571428571429,3.857142857142857,11,3,78.57,21.43,20.67,4.67,,,
daily,2024-04-30,WORKFLOW,Senior Associate,Long-term User,16,11,5,19,1.1875,3.9375,11,0,68.75,0.0,1.73,1.45,,,
daily,2024-05-01,ASSISTANT,Associate,Long-term User,24,16,10,44,1.8333333333333333,4.0,19,0,79.17,0.0,2.75,1.5,,,
daily,2024-05-01,ASSISTANT,Junior Associate,Long-term User,29,25,15,35,1.206896551724138,4.379310344827586,27,0,93.1,0.0,1.4,1.16,,,
daily,2024-05-01,ASSISTANT,Partner,Long-term User,9,6,5,17,1.8888888888888888,3.3333333333333335,6,0,66.67,0.0,2.83,1.5,,,
daily,2024-05-01,ASSISTANT,Senior Associate,Long-term User,9,6,5,25,2.7777777777777777,4.333333333333333,7,0,77.78,0.0,4.17,1.5,,,
daily,2024-05-01,VAULT,Associate,Long-term User,13,11,9,233,17.923076923076923,4.076923076923077,11,7,84.62,53.85,21.18,1.18,,,
daily,2024-05-01,VAULT,Junior Associate,Long-term User,17,15,11,312,18.352941176470587,4.0588235294117645,14,10,82.35,58.82,20.8,1.13,,,
daily,2024-05-01,VAULT,Partner,Long-term User,4,3,3,122,30.5,4.5,3,4,75.0,100.0,40.67,1.33,,,
daily,2024-05-01,VAULT,Senior Associate,Long-term User,10,5,4,219,21.9,4.2,9,10,90.0,100.0,43.8,2.0,,,
daily,2024-05-01,WORKFLOW,Associate,Long-term User,12,9,6,17,1.4166666666666667,3.5,8,0,66.67,0.0,1.89,1.33,,,
daily,2024-05-01,WORKFLOW,Junior Associate,Long-term User,20,15,12,41,2.05,3.75,13,1,65.0,5.0,2.73,1.33,,,
daily,2024-05-01,WORKFLOW,Partner,Long-term User,8,3,3,18,2.25,3.75,6,0,75.0,0.0,6.0,2.67,,,
daily,2024-05-01,WORKFLOW,Senior Associate,Long-term User,5,3,2,7,1.4,4.0,4,0,80.0,0.0,2.33,1.67,,,
daily,2024-05-02,ASSISTANT,Associate,Long-term User,28,24,15,38,1.3571428571428572,4.178571428571429,23,0,82.14,0.0,1.58,1.17,,,
daily,2024-05-02,ASSISTANT,Junior Associate,Long-term User,70,48,20,178,2.5428571428571427,4.171428571428572,58,3,82.86,4.29,3.71,1.46,,,
daily,2024-05-02,ASSISTANT,Partner,Long-term User,13,8,7,15,1.1538461538461537,4.384615384615385,11,0,84.62,0.0,1.88,1.62,,,
daily,2024-05-02,ASSISTANT,Senior Associate,Long-term User,22,17,11,76,3.4545454545454546,4.181818181818182,19,3,86.36,13.64,4.47,1.29,,,
daily,2024-05-02,VAULT,Associate,Long-term User,30,21,15,726,24.2,4.1,25,22,83.33,73.33,34.57,1.43,,,
daily,2024-05-02,VAULT,Junior Associate,Long-term User,45,36,17,958,21.288888888888888,4.155555555555556,37,30,82.22,66.67,26.61,1.25,,,
daily,2024-05-02,VAULT,Partner,Long-term User,11,8,7,303,27.545454545454547,4.7272727272727275,11,10,100.0,90.91,37.88,1.38,,,
daily,2024-05-02,VAULT,Senior Associate,Long-term User,9,7,7,231,25.666666666666668,4.222222222222222,7,7,77.78,77.78,33.0,1.29,,,
daily,2024-05-02,WORKFLOW,Associate,Long-term User,21,20,14,26,1.2380952380952381,3.9047619047619047,15,0,71.43,0.0,1.3,1.05,,,
daily,2024-05-02,WORKFLOW,Junior Associate,Long-term User,43,33,17,59,1.372093023255814,3.8372093023255816,32,1,74.42,2.33,1.79,1.3,,,
daily,2024-05-02,WORKFLOW,Partner,Long-term User,6,6,5,7,1.1666666666666667,4.0,5,0,83.33,0.0,1.17,1.0,,,
daily,2024-05-02,WORKFLOW,Senior Associate,Long-term User,16,14,12,42,2.625,4.3125,15,1,93.75,6.25,3.0,1.14,,,
daily,2024-05-03,ASSISTANT,Associate,Long-term User,42,27,14,53,1.2619047619047619,3.761904761904762,29,0,69.05,0.0,1.96,1.56,,,
daily,2024-05-03,ASSISTANT,Junior Associate,Long-term User,61,40,17,84,1.3770491803278688,4.0,49,0,80.33,0.0,2.1,1.52,,,
daily,2024-05-03,ASSISTANT,Partner,Long-term User,15,6,6,23,1.5333333333333334,3.8,11,0,73.33,0.0,3.83,2.5,,,
daily,2024-05-03,ASSISTANT,Senior Associate,Long-term User,26,18,13,56,2.1538461538461537,4.269230769230769,21,1,80.77,3.85,3.11,1.44,,,
daily,2024-05-03,VAULT,Associate,Long-term User,30,22,14,655,21.833333333333332,4.1,23,20,76.67,66.67,29.77,1.36,,,
daily,2024-05-03,VAULT,Junior Associate,Long-term User,34,29,16,754,22.176470588235293,4.0,25,28,73.53,82.35,26.0,1.17,,,
daily,2024-05-03,VAULT,Partner,Long-term User,13,6,6,383,29.46153846153846,4.0,9,12,69.23,92.31,63.83,2.17,,,
daily,2024-05-03,VAULT,Senior Associate,Long-term User,9,6,4,140,15.555555555555555,3.6666666666666665,5,5,55.56,55.56,23.33,1.5,,,
daily,2024-05-03,WORKFLOW,Associate,Long-term User,25,22,13,33,1.32,4.2,20,0,80.0,0.0,1.5,1.14,,,
daily,2024-05-03,WORKFLOW,Junior Associate,Long-term User,30,24,11,50,1.6666666666666667,4.1,24,0,80.0,0.0,2.08,1.25,,,
daily,2024-05-03,WORKFLOW,Partner,Long-term User,7,6,5,11,1.5714285714285714,3.5714285714285716,3,0,42.86,0.0,1.83,1.17,,,
daily,2024-05-03,WORKFLOW,Senior Associate,Long-term User,16,11,8,30,1.875,4.125,13,0,81.25,0.0,2.73,1.45,,,
daily,2024-05-04,ASSISTANT,Associate,Long-term User,5,5,5,6,1.2,4.2,4,0,80.0,0.0,1.2,1.0,,,
daily,2024-05-04,ASSISTANT,Junior Associate,Long-term User,4,4,4,10,2.5,3.75,3,0,75.0,0.0,2.5,1.0,,,
daily,2024-05-04,ASSISTANT,Partner,Long-term User,1,1,1,1,1.0,5.0,1,0,100.0,0.0,1.0,1.0,,,
daily,2024-05-04,ASSISTANT,Senior Associate,Long-term User,3,3,3,5,1.6666666666666667,4.0,2,0,66.67,0.0,1.67,1.0,,,
daily,2024-05-04,VAULT,Associate,Long-term User,4,4,4,92,23.0,4.0,4,4,100.0,100.0,23.0,1.0,,,
daily,2024-05-04,VAULT,Junior Associate,Long-term User,2,2,2,44,22.0,2.5,1,2,50.0,100.0,22.0,1.0,,,
daily,2024-05-04,VAULT,Senior Associate,Long-term User,2,2,2,11,5.5,4.0,2,1,100.0,50.0,5.5,1.0,,,
daily,2024-05-04,WORKFLOW,Junior Associate,Long-term User,5,5,5,6,1.2,4.6,5,0,100.0,0.0,1.2,1.0,,,
daily,2024-05-04,WORKFLOW,Senior Associate,Long-term User,2,2,2,2,1.0,4.5,2,0,100.0,0.0,1.0,1.0,,,
daily,2024-05-05,ASSISTANT,Associate,Long-term User,14,9,6,29,2.0714285714285716,4.142857142857143,11,0,78.57,0.0,3.22,1.56,,,
daily,2024-05-05,ASSISTANT,Junior Associate,Long-term User,14,9,9,25,1.7857142857142858,4.071428571428571,10,0,71.43,0.0,2.78,1.56,,,
daily,2024-05-05,ASSISTANT,Partner,Long-term User,1,1,1,1,1.0,4.0,1,0,100.0,0.0,1.0,1.0,,,
daily,2024-05-05,ASSISTANT,Senior Associate,Long-term User,6,5,5,8,1.3333333333333333,2.5,3,0,50.0,0.0,1.6,1.2,,,
daily,2024-05-05,VAULT,Associate,Long-term User,10,4,3,162,16.2,4.5,9,4,90.0,40.0,40.5,2.5,,,
daily,2024-05-05,VAULT,Junior Associate,Long-term User,7,6,4,186,26.571428571428573,4.142857142857143,6,5,85.71,71.43,31.0,1.17,,,
daily,2024-05-05,VAULT,Senior Associate,Long-term User,5,4,4,115,23.0,4.4,5,3,100.0,60.0,28.75,1.25,,,
daily,2024-05-05,WORKFLOW,Associate,Long-term User,10,6,5,23,2.3,4.4,9,0,90.0,0.0,3.83,1.67,,,
daily,2024-05-05,WORKFLOW,Junior Associate,Long-term User,8,5,5,9,1.125,4.125,7,0,87.5,0.0,1.8,1.6,,,
daily,2024-05-05,WORKFLOW,Senior Associate,Long-term User,5,2,2,8,1.6,4.2,5,0,100.0,0.0,4.0,2.5,,,
daily,2024-05-06,ASSISTANT,Associate,Long-term User,27,23,9,34,1.2592592592592593,4.0,21,0,77.78,0.0,1.48,1.17,,,
daily,2024-05-06,ASSISTANT,Junior Associate,Long-term User,51,43,17,72,1.411764705882353,4.176470588235294,42,0,82.35,0.0,1.67,1.19,,,
daily,2024-05-06,ASSISTANT,Partner,Long-term User,12,8,7,81,6.75,3.5833333333333335,8,3,66.67,25.0,10.12,1.5,,,
daily,2024-05-06,ASSISTANT,Senior Associate,Long-term User,21,17,11,36,1.7142857142857142,4.0476190476190474,17,0,80.95,0.0,2.12,1.24,,,
daily,2024-05-06,VAULT,Associate,Long-term User,28,23,11,856,30.571428571428573,3.9285714285714284,21,27,75.0,96.43,37.22,1.22,,,
daily,2024-05-06,VAULT,Junior Associate,Long-term User,31,24,12,536,17.29032258064516,4.32258064516129,27,21,87.1,67.74,22.33,1.29,,,
daily,2024-05-06,VAULT,Partner,Long-term User,9,6,6,162,18.0,4.0,6,5,66.67,55.56,27.0,1.5,,,
daily,2024-05-06,VAULT,Senior Associate,Long-term User,13,10,7,313,24.076923076923077,4.230769230769231,11,10,84.62,76.92,31.3,1.3,,,
daily,2024-05-06,WORKFLOW,Associate,Long-term User,24,22,13,30,1.25,3.9166666666666665,19,0,79.17,0.0,1.36,1.09,,,
daily,2024-05-06,WORKFLOW,Junior Associate,Long-term User,23,21,9,70,3.0434782608695654,4.173913043478261,20,3,86.96,13.04,3.33,1.1,,,
daily,2024-05-06,WORKFLOW,Partner,Long-term User,9,4,4,9,1.0,4.111111111111111,7,0,77.78,0.0,2.25,2.25,,,
daily,2024-05-06,WORKFLOW,Senior Associate,Long-term User,17,12,10,60,3.5294117647058822,4.0,13,2,76.47,11.76,5.0,1.42,,,
daily,2024-05-07,ASSISTANT,Associate,Long-term User,43,31,14,84,1.9534883720930232,3.7674418604651163,31,2,72.09,4.65,2.71,1.39,,,
daily,2024-05-07,ASSISTANT,Junior Associate,Long-term User,63,47,21,109,1.7301587301587302,4.142857142857143,54,0,85.71,0.0,2.32,1.34,,,
daily,2024-05-07,ASSISTANT,Partner,Long-term User,18,7,7,23,1.2777777777777777,4.555555555555555,17,0,94.44,0.0,3.29,2.57,,,
daily,2024-05-07,ASSISTANT,Senior Associate,Long-term User,25,21,13,49,1.96,3.96,20,0,80.0,0.0,2.33,1.19,,,
daily,2024-05-07,VAULT,Associate,Long-term User,29,26,15,634,21.862068965517242,4.310344827586207,26,22,89.66,75.86,24.38,1.12,,,
daily,2024-05-07,VAULT,Junior Associate,Long-term User,36,27,19,926,25.72222222222222,4.25,31,26,86.11,72.22,34.3,1.33,,,
daily,2024-05-07,VAULT,Partner,Long-term User,13,5,5,259,19.923076923076923,4.076923076923077,10,11,76.92,84.62,51.8,2.6,,,
daily,2024-05-07,VAULT,Senior Associate,Long-term User,17,14,11,412,24.235294117647058,4.294117647058823,15,14,88.24,82.35,29.43,1.21,,,
daily,2024-05-07,WORKFLOW,Associate,Long-term User,16,15,9,17,1.0625,4.0,11,0,68.75,0.0,1.13,1.07,,,
daily,2024-05-07,WORKFLOW,Junior Associate,Long-term User,32,29,17,47,1.46875,4.09375,26,0,81.25,0.0,1.62,1.1,,,
daily,2024-05-07,WORKFLOW,Partner,Long-term User,7,6,5,7,1.0,4.142857142857143,5,0,71.43,0.0,1.17,1.17,,,
daily,2024-05-07,WORKFLOW,Senior Associate,Long-term User,16,15,13,30,1.875,3.875,12,1,75.0,6.25,2.0,1.07,,,
daily,2024-05-08,ASSISTANT,Associate,Long-term User,27,24,19,32,1.1851851851851851,4.185185185185185,21,0,77.78,0.0,1.33,1.12,,,
daily,2024-05-08,ASSISTANT,Junior Associate,Long-term User,69,53,21,97,1.4057971014492754,4.27536231884058,56,0,81.16,0.0,1.83,1.3,,,
daily,2024-05-08,ASSISTANT,Partner,Long-term User,17,16,14,31,1.8235294117647058,3.6470588235294117,13,0,76.47,0.0,1.94,1.06,,,
daily,2024-05-08,ASSISTANT,Senior Associate,Long-term User,26,21,14,60,2.3076923076923075,3.923076923076923,20,1,76.92,3.85,2.86,1.24,,,
daily,2024-05-08,VAULT,Associate,Long-term User,21,15,14,467,22.238095238095237,4.285714285714286,18,16,85.71,76.19,31.13,1.4,,,
daily,2024-05-08,VAULT,Junior Associate,Long-term User,36,31,16,892,24.77777777777778,3.8055555555555554,26,28,72.22,77.78,28.77,1.16,,,
daily,2024-05-08,VAULT,Partner,Long-term User,17,10,7,305,17.941176470588236,4.0588235294117645,13,10,76.47,58.82,30.5,1.7,,,
daily,2024-05-08,VAULT,Senior Associate,Long-term User,20,16,10,615,30.75,4.1,18,19,90.0,95.0,38.44,1.25,,,
daily,2024-05-08,WORKFLOW,Associate,Long-term User,21,18,9,39,1.8571428571428572,3.9523809523809526,16,1,76.19,4.76,2.17,1.17,,,
daily,2024-05-08,WORKFLOW,Junior Associate,Long-term User,27,23,12,42,1.5555555555555556,4.111111111111111,22,0,81.48,0.0,1.83,1.17,,,
daily,2024-05-08,WORKFLOW,Partner,Long-term User,8,5,5,68,8.5,4.125,5,3,62.5,37.5,13.6,1.6,,,
daily,2024-05-08,WORKFLOW,Senior Associate,Long-term User,19,16,11,26,1.368421052631579,3.8947368421052633,13,0,68.42,0.0,1.62,1.19,,,
daily,2024-05-09,ASSISTANT,Associate,Long-term User,51,35,17,80,1.5686274509803921,4.196078431372549,44,1,86.27,1.96,2.29,1.46,,,
daily,2024-05-09,ASSISTANT,Junior Associate,Long-term User,56,39,17,87,1.5535714285714286,4.339285714285714,51,0,91.07,0.0,2.23,1.44,,,
daily,2024-05-09,ASSISTANT,Partner,Long-term User,7,6,5,14,2.0,4.428571428571429,6,0,85.71,0.0,2.33,1.17,,,
daily,2024-05-09,ASSISTANT,Senior Associate,Long-term User,28,19,11,43,1.5357142857142858,4.321428571428571,25,0,89.29,0.0,2.26,1.47,,,
daily,2024-05-09,VAULT,Associate,Long-term User,24,17,9,633,26.375,4.041666666666667,20,16,83.33,66.67,37.24,1.41,,,
daily,2024-05-09,VAULT,Junior Associate,Long-term User,35,28,15,843,24.085714285714285,4.114285714285714,28,27,80.0,77.14,30.11,1.25,,,
daily,2024-05-09,VAULT,Partner,Long-term User,3,3,3,61,20.333333333333332,4.333333333333333,3,2,100.0,66.67,20.33,1.0,,,
daily,2024-05-09,VAULT,Senior Associate,Long-term User,19,11,9,547,28.789473684210527,3.8947368421052633,15,15,78.95,78.95,49.73,1.73,,,
daily,2024-05-09,WORKFLOW,Associate,Long-term User,25,19,9,35,1.4,3.88,18,0,72.0,0.0,1.84,1.32,,,
daily,2024-05-09,WORKFLOW,Junior Associate,Long-term User,41,34,14,58,1.4146341463414633,3.8536585365853657,29,1,70.73,2.44,1.71,1.21,,,
daily,2024-05-09,WORKFLOW,Partner,Long-term User,5,4,3,8,1.6,3.8,3,0,60.0,0.0,2.0,1.25,,,
daily,2024-05-09,WORKFLOW,Senior Associate,Long-term User,12,9,7,22,1.8333333333333333,3.8333333333333335,8,0,66.67,0.0,2.44,1.33,,,
daily,2024-05-10,ASSISTANT,Associate,Long-term User,36,29,14,39,1.0833333333333333,4.305555555555555,32,0,88.89,0.0,1.34,1.24,,,
daily,2024-05-10,ASSISTANT,Junior Associate,Long-term User,46,34,18,83,1.8043478260869565,4.239130434782608,40,0,86.96,0.0,2.44,1.35,,,
daily,2024-05-10,ASSISTANT,Partner,Long-term User,5,5,5,10,2.0,3.4,3,0,60.0,0.0,2.0,1.0,,,
daily,2024-05-10,ASSISTANT,Senior Associate,Long-term User,22,15,11,73,3.3181818181818183,4.045454545454546,17,1,77.27,4.55,4.87,1.47,,,
daily,2024-05-10,VAULT,Associate,Long-term User,14,13,9,342,24.428571428571427,4.071428571428571,11,10,78.57,71.43,26.31,1.08,,,
daily,2024-05-10,VAULT,Junior Associate,Long-term User,35,26,14,833,23.8,4.3428571428571425,30,27,85.71,77.14,32.04,1.35,,,
daily,2024-05-10,VAULT,Partner,Long-term User,4,4,4,98,24.5,4.25,3,4,75.0,100.0,24.5,1.0,,,
daily,2024-05-10,VAULT,Senior Associate,Long-term User,14,12,10,207,14.785714285714286,4.5,13,6,92.86,42.86,17.25,1.17,,,
daily,2024-05-10,WORKFLOW,Associate,Long-term User,20,14,10,24,1.2,3.85,15,0,75.0,0.0,1.71,1.43,,,
daily,2024-05-10,WORKFLOW,Junior Associate,Long-term User,27,24,14,74,2.740740740740741,4.296296296296297,23,1,85.19,3.7,3.08,1.12,,,
daily,2024-05-10,WORKFLOW,Partner,Long-term User,5,3,3,6,1.2,4.2,5,0,100.0,0.0,2.0,1.67,,,
daily,2024-05-10,WORKFLOW,Senior Associate,Long-term User,8,8,6,19,2.375,3.875,5,1,62.5,12.5,2.38,1.0,,,
daily,2024-05-11,ASSISTANT,Associate,Long-term User,4,3,3,4,1.0,4.25,3,0,75.0,0.0,1.33,1.33,,,
daily,2024-05-11,ASSISTANT,Junior Associate,Long-term User,6,6,4,7,1.1666666666666667,4.166666666666667,5,0,83.33,0.0,1.17,1.0,,,
daily,2024-05-11,ASSISTANT,Senior Associate,Long-term User,3,3,3,3,1.0,4.333333333333333,3,0,100.0,0.0,1.0,1.0,,,
daily,2024-05-11,VAULT,Associate,Long-term User,2,1,1,16,8.0,4.5,2,1,100.0,50.0,16.0,2.0,,,
daily,2024-05-11,VAULT,Junior Associate,Long-term User,6,5,5,114,19.0,3.1666666666666665,3,3,50.0,50.0,22.8,1.2,,,
daily,2024-05-11,VAULT,Partner,Long-term User,1,1,1,36,36.0,4.0,1,1,100.0,100.0,36.0,1.0,,,
daily,2024-05-11,VAULT,Senior Associate,Long-term User,1,1,1,27,27.0,5.0,1,1,100.0,100.0,27.0,1.0,,,
daily,2024-05-11,WORKFLOW,Associate,Long-term User,1,1,1,2,2.0,4.0,1,0,100.0,0.0,2.0,1.0,,,
daily,2024-05-11,WORKFLOW,Junior Associate,Long-term User,5,4,4,5,1.0,3.6,4,0,80.0,0.0,1.25,1.25,,,
daily,2024-05-11,WORKFLOW,Senior Associate,Long-term User,1,1,1,1,1.0,5.0,1,0,100.0,0.0,1.0,1.0,,,
daily,2024-05-12,ASSISTANT,Associate,Long-term User,17,9,7,43,2.5294117647058822,4.0588235294117645,14,1,82.35,5.88,4.78,1.89,,,
daily,2024-05-12,ASSISTANT,Junior Associate,Long-term User,15,12,7,60,4.0,4.266666666666667,13,2,86.67,13.33,5.0,1.25,,,
daily,2024-05-12,ASSISTANT,Partner,Long-term User,1,1,1,1,1.0,4.0,1,0,100.0,0.0,1.0,1.0,,,
daily,2024-05-12,ASSISTANT,Senior Associate,Long-term User,9,6,5,10,1.1111111111111112,4.333333333333333,8,0,88.89,0.0,1.67,1.5,,,
daily,2024-05-12,VAULT,Associate,Long-term User,16,10,6,420,26.25,3.9375,12,13,75.0,81.25,42.0,1.6,,,
daily,2024-05-12,VAULT,Junior Associate,Long-term User,9,9,7,148,16.444444444444443,3.4444444444444446,6,5,66.67,55.56,16.44,1.0,,,
daily,2024-05-12,VAULT,Partner,Long-term User,1,1,1,23,23.0,3.0,0,1,0.0,100.0,23.0,1.0,,,
daily,2024-05-12,VAULT,Senior Associate,Long-term User,3,3,2,118,39.333333333333336,4.0,3,3,100.0,100.0,39.33,1.0,,,
daily,2024-05-12,WORKFLOW,Associate,Long-term User,7,4,3,33,4.714285714285714,4.0,6,1,85.71,14.29,8.25,1.75,,,
daily,2024-05-12,WORKFLOW,Junior Associate,Long-term User,9,7,6,14,1.5555555555555556,3.888888888888889,7,0,77.78,0.0,2.0,1.29,,,
daily,2024-05-12,WORKFLOW,Senior Associate,Long-term User,4,4,3,4,1.0,3.75,3,0,75.0,0.0,1.0,1.0,,,
daily,2024-05-13,ASSISTANT,Associate,Long-term User,53,36,17,97,1.830188679245283,4.169811320754717,44,1,83.02,1.89,2.69,1.47,,,
daily,2024-05-13,ASSISTANT,Junior Associate,Long-term User,64,47,22,149,2.328125,4.0625,51,3,79.69,4.69,3.17,1.36,,,
daily,2024-05-13,ASSISTANT,Partner,Long-term User,12,8,7,23,1.9166666666666667,3.75,9,0,75.0,0.0,2.88,1.5,,,
daily,2024-05-13,ASSISTANT,Senior Associate,Long-term User,31,17,9,39,1.2580645161290323,4.193548387096774,26,0,83.87,0.0,2.29,1.82,,,
daily,2024-05-13,VAULT,Associate,Long-term User,24,18,12,572,23.833333333333332,4.416666666666667,22,20,91.67,83.33,31.78,1.33,,,
daily,2024-05-13,VAULT,Junior Associate,Long-term User,34,31,17,797,23.441176470588236,4.088235294117647,24,26,70.59,76.47,25.71,1.1,,,
daily,2024-05-13,VAULT,Partner,Long-term User,5,5,5,108,21.6,3.6,3,4,60.0,80.0,21.6,1.0,,,
